responseid,interview_start,interview_end,gender,colour_plus,region,list,Q1_1,Q1_2,Q1_3,Q1_4,Q1_99,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4,Q4_98_other,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_98,Q4b_98_recoded,Q4b_98_other,Q4b_5,Q4b_6,Q4b_7,Q4b_8,Q4b_9,Q4b_10,Q4b_99,Q5_1,Q5_2,Q5_3,Q5_4,Q5_99,Q6ax1_1,Q6ax1_2,Q6ax1_3,Q6ax2_1,Q6ax2_2,Q6ax2_3,Q6ax3_1,Q6ax3_2,Q6ax3_3,Q6ax4_1,Q6ax4_2,Q6ax4_3,Q6bx1_1,Q6bx1_2,Q6bx1_3,Q6bx2_1,Q6bx2_2,Q6bx2_3,Q6bx3_1,Q6bx3_2,Q6bx3_3,Q6bx4_1,Q6bx4_2,Q6bx4_3,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_99,Q9,Q10_1,Q10_2,oQ11,Q13,Q13_98_other,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_98,Q14_98_other,Q14_99,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_98,Q15_98_other,Q15_99,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_99,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20,Q21,Q21_98_other,Q22,Q22_98_other,Q23,AgeBand,Q24
1032,29/11/2024,29/11/2024,Not Stated,RED,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,3,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,Very familiar,Neither agree nor disagree,Neither agree nor disagree,There's a lot of talk about the commercial side of this. And how it goes if you charge for cheap publicly and then sell high.,I rent and am not able to get V2G installed,,0,0,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,,0,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,0,0,1,1,0,0,0,0,1,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,2,2,Semidetached or terrace,,Rent,,33,25-34 years,"$4000+ a week / $208,000+ a year"
1033,29/11/2024,29/11/2024,Male,PURPLE,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,0 - Weekdays,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,Somewhat familiar,Somewhat agree,Strongly disagree,"Price is a big factor. One would need to install solar, plus batteries plus a EV.",,,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,60,55-64 years,"$1000-2000 a week / $52,000-$104,000 a year"
1034,29/11/2024,29/11/2024,Female,KHAKI,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,3,1,0 - Weekdays,,,,,,,,,,1,0 - Weekend days,0 - Weekend days,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1,0,0,Not at all familiar,Somewhat agree,Somewhat disagree,Not convinced about electric cars,Don't know,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,2,Freestanding house,,Own outright,,71,65+,"$500-1000 a week / $26,000-$52,000 a year"
1036,29/11/2024,29/11/2024,Male,BROWN,INTERSTATE,EV,1,1,0,1,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,1,1,1,0,High speed DC charger when travelling on roadtrips,1,0,0,0,0,0,0,1,1,0,1,0,5,5,5,4,4,5,,,,3,3,5,2,2,2,2,2,2,,,,2,2,2,Strongly agree,Somewhat agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,V2G Bi directional charging should be mandatory for all EVs and EV charging equipment in residential properties,As soon as possible,,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,1,0,1,0,0,1,0,,0,Fairly interested,Fairly interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,1,4,Other (please specify),Acerage,Own outright,,38,35-44 years,"$4000+ a week / $208,000+ a year"
1039,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",0,0,0,1,0,"At a public charger (e.g. shopping centre, petrol station)",,1,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Very familiar,Strongly agree,Strongly agree,"Now that standards are approved, it is just a matter of time for cars to play an important role in the grid.",As soon as possible,,0,0,0,1,1,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Neither interested nor uninterested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,4,Freestanding house,,Own with mortgage,,54,45-54 years,"$4000+ a week / $208,000+ a year"
1041,29/11/2024,29/11/2024,Male,UNKNOWN,REGIONAL,Boost - 30 to 50,0,0,0,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,Very familiar,Somewhat agree,Neither agree nor disagree,,I rent and am not able to get V2G installed,,0,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,1,0,0,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,1,2,Apartment/unit,,Rent,,39,35-44 years,"$1000-2000 a week / $52,000-$104,000 a year"
1042,29/11/2024,29/11/2024,Male,KHAKI,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,1,1,1,1,0,Tesla chargers,1,0,0,0,0,0,0,0,1,0,0,0,4,5,5,0 - Weekdays,5,5,,,,,,,1,2,2,1,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Somewhat familiar,Strongly agree,Somewhat agree,"it works where the EV is parked at home during the afternoon peak, and isn't required in the evening - for most people this would be their second vehicle",Next 1-2 years,,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,0,0,0,0,0,0,0,1,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,3,Freestanding house,,Rent,,58,55-64 years,"$1000-2000 a week / $52,000-$104,000 a year"
1044,29/11/2024,29/11/2024,Female,LILAC,REGIONAL,Main,1,0,0,0,0,"Less than 10,000",1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Somewhat disagree,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,1,0,0,1,0,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,2,3,1,None of these,3,1,Freestanding house,,Own outright,,78,65+,"$500-1000 a week / $26,000-$52,000 a year"
1046,29/11/2024,29/11/2024,Male,ORANGE,RURAL,EV,1,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,0,1,0,Tesla Supercharger,1,0,0,0,0,0,0,0,1,0,0,0,4,5,5,0 - Weekdays,0 - Weekdays,5,,,,,,,2,2,2,1,2,2,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,Very familiar,Neither agree nor disagree,Somewhat disagree,,,,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,0,1,1,1,0,0,1,0,0,0,3,1,2,"Discharge to my home only, to reduce my energy bills",5,2,Townhouse,,Rent,,61,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
1047,29/11/2024,29/11/2024,Female,BROWN,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Strongly disagree,,,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Apartment/unit,,Rent,,40,35-44 years,"$500-1000 a week / $26,000-$52,000 a year"
1048,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,0,1,0,Fast charger (very few at petrol stations),1,0,0,0,0,0,0,0,0,0,0,1,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,"EVs have large batteries which can be used to offset my grid demand, help to stabilise the grid, and open up battery energy arbitrage opportunities.",Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,,0,Very interested,Fairly interested,Very interested,Neither interested nor uninterested,Fairly interested,Very interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,1,0,0,0,1,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,5 or more,Freestanding house,,Own with mortgage,,70,65+,"$1000-2000 a week / $52,000-$104,000 a year"
1049,29/11/2024,29/11/2024,Female,GREY,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Somewhat familiar,Somewhat agree,Neither agree nor disagree,"I have concerns about EV fire risk, battery replacement cost and recycling of old batteries (not yet available), plus the excess weight of EVs due to the battery weight  and the amount of carbon used/generated in their manufacture.",5+ years,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,1,0,0,0,0,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",10,2,Freestanding house,,Own outright,,74,65+,"$1000-2000 a week / $52,000-$104,000 a year"
1050,29/11/2024,29/11/2024,Male,LILAC,RURAL,EV,1,1,0,0,0,"Less than 10,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,2,5,5,,,,,,,2,2,2,1,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Somewhat agree,,Don't know,,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,0,1,0,0,0,0,0,0,0,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Freestanding house,,Own outright,,78,65+,"$500-1000 a week / $26,000-$52,000 a year"
1051,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"Less than 10,000",0,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,3,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Somewhat agree,Strongly agree,0,0,1,Very familiar,Strongly agree,Strongly agree,"getting solar panels next year, so keen to enable V2G when that happens",Next 1-2 years,,0,0,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Very interested,Very interested,Very interested,Fairly interested,Fairly interested,Very interested,Very interested,Very interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Semidetached or terrace,,Own outright,,62,55-64 years,"$4000+ a week / $208,000+ a year"
1054,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,Main,1,0,0,1,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,1,0,4,2,4,,,,,,,2,2,4,1,1,2,,,,,,,1,1,2,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,Somewhat familiar,Neither agree nor disagree,Somewhat disagree,History shows values reverts to zero the more cars connected - household solar is the example,,,0,0,0,0,0,0,0,1,0,1,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,Fire,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,3,2,1,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,2,Apartment/unit,,Own outright,,55,55-64 years,"$4000+ a week / $208,000+ a year"
1055,29/11/2024,29/11/2024,Male,ORANGE,METROPOLITAN,EV,1,0,0,0,0,"20,001-50,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,3,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,1,0,0,Somewhat familiar,Somewhat agree,Neither agree nor disagree,"Until infrastructure for charging outside home improves in availability and charging times decrease, the convenience of petrol/diesel over electric will always remain the main reason (and price point) for my vehicle choice.",5+ years,,0,0,0,0,1,0,1,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,1,1,0,0,0,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",3,3,Freestanding house,,Own with mortgage,,59,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
1057,29/11/2024,29/11/2024,Female,PURPLE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,5,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,1,0,0,Not at all familiar,Somewhat disagree,Strongly disagree,Electric vehicles are still quite volatile and batteries likely to cause house fires. Also not suitable for travelling around the country due to lack of charging stations,,,0,0,0,0,0,0,0,0,0,0,0,0,Solar are starting to charge to put energy to grid so it’s not appealing,1,0,1,0,0,0,1,0,0,0,0,0,House fires,0,,,,,,,,,,,,,,,,,,,,,,,,,3,Freestanding house,,Own with mortgage,,49,45-54 years,"$4000+ a week / $208,000+ a year"
1058,29/11/2024,29/11/2024,Female,GREY,METROPOLITAN,EV,1,0,0,0,0,"10,000-20,000",0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,4,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Not at all familiar,Strongly agree,Strongly disagree,Not appropriate for flats or body corporate situations.,,,0,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Apartment/unit,,Own outright,,65,65+,"$500-1000 a week / $26,000-$52,000 a year"
1060,29/11/2024,29/11/2024,Not Stated,GREY,INTERSTATE,EV,1,1,0,0,0,Unsure,1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,0,0,1,Somewhat familiar,Strongly agree,Neither agree nor disagree,It is a good investment; however we are unsure whether we will be staying in our current home in the long term.,Don't know,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Not at all interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Fairly interested,0,1,0,0,0,0,1,0,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,3,Freestanding house,,Own outright,,1,Prefer not to say,Prefer not to say
1063,29/11/2024,29/11/2024,Not Stated,UNKNOWN,INTERSTATE,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,Not at all familiar,Somewhat agree,Somewhat disagree,,,,0,0,0,0,0,1,0,1,0,1,0,0,,0,0,1,0,0,0,1,0,1,0,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,1,1,0,0,0,0,1,0,0,3,2,1,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,1,Freestanding house,,Own outright,,65,65+,Prefer not to say
1065,29/11/2024,29/11/2024,Male,KHAKI,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,3,5,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Somewhat familiar,Strongly agree,Somewhat agree,Uptake will depend on price plus installation cost.,Other (please specify),Depends on cost plus installation cost.,1,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,0,1,1,0,0,0,0,,0,Very interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,0,0,1,0,1,1,0,0,1,0,3,1,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,3,2,Freestanding house,,Own outright,,69,65+,"$500-1000 a week / $26,000-$52,000 a year"
1066,29/11/2024,29/11/2024,Female,BROWN,RURAL,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,2,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,0,0,1,0,0,0,0,0,0,0,2,1,3,None of these,1,5 or more,Freestanding house,,Other (please specify),Boarding with parents,31,25-34 years,"$2000-3000 a week / $104,000-$156,000 a year"
1067,29/11/2024,29/11/2024,Female,BROWN,RURAL,Main,1,0,0,0,0,"10,000-20,000",1,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,0 - Weekend days,0 - Weekend days,2,,,,,,,,,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,Not at all familiar,Somewhat agree,Strongly disagree,No,,,0,0,0,1,0,1,0,0,0,0,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,Freestanding house,,Other (please specify),Pay board and lodgings,28,25-34 years,"$500-1000 a week / $26,000-$52,000 a year"
1068,29/11/2024,29/11/2024,Male,LILAC,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,4,4,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Not at all familiar,Strongly agree,Strongly agree,Origin charges 5 cents per Kw hours in quiet electrical needs.   I have solar at busy demand power times.,Other (please specify),"I have this at the moment.  I did not understand, or even  heard of,  the term V2G.th",0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Very interested,Fairly interested,Very interested,Very interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Very interested,Very interested,0,0,1,0,0,1,0,1,1,0,1,2,3,None of these,6,1,Freestanding house,,Own outright,,90,65+,"Less than $500 a week / Less than $26,000 a year"
1069,29/11/2024,29/11/2024,Male,KHAKI,RURAL,EV,1,1,0,1,0,"More than 50,000",1,0,0,0,0,At home,,0,0,0,0,1,0,Tesla charging station,1,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0 - Weekdays,0 - Weekdays,5,,,,2,3,5,0 - Weekend days,0 - Weekend days,0 - Weekend days,2,2,2,,,,1,1,2,Strongly agree,Strongly agree,Strongly agree,1,0,0,Not at all familiar,Neither agree nor disagree,Strongly disagree,"I do not have trust in the Government to add new technologies to my house, as soon as I spend money following Government advice,  they change the rules and it ends up costing me more. No consistency.",,,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,Freestanding house,,Own with mortgage,,18,18-24 years,"$1000-2000 a week / $52,000-$104,000 a year"
1070,29/11/2024,29/11/2024,Male,LILAC,REGIONAL,EV,0,1,0,0,0,"Less than 10,000",1,0,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,2,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Very familiar,Strongly agree,Strongly agree,The sooner the better,As soon as possible,,0,0,0,1,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,1,0,0,,0,Very interested,Very interested,Very interested,Neither interested nor uninterested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,0,0,1,1,1,0,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,2,1,Freestanding house,,Own outright,,78,65+,"$500-1000 a week / $26,000-$52,000 a year"
1073,29/11/2024,29/11/2024,Female,PURPLE,METROPOLITAN,EV,1,1,0,0,0,"Less than 10,000",1,0,0,1,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,2,1,2,1,2,2,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,1,0,0,Very familiar,Strongly disagree,Strongly disagree,,,,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,Freestanding house,,Own outright,,50,45-54 years,Prefer not to say
1076,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Very familiar,Neither agree nor disagree,Neither agree nor disagree,,Don't know,,0,0,0,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,1,0,1,1,1,0,1,0,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,10,3,Townhouse,,Own outright,,69,65+,"$4000+ a week / $208,000+ a year"
1077,29/11/2024,29/11/2024,Male,GREY,INTERSTATE,EV,1,1,0,0,0,"Less than 10,000",0,1,0,0,0,"At a public charger (e.g. shopping centre, petrol station)",,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,0 - Weekdays,0 - Weekdays,5,,,,,,,2,2,2,0 - Weekend days,0 - Weekend days,0 - Weekend days,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Very familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,0,0,0,1,1,0,1,0,3,1,2,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,1,4,Apartment/unit,,Own with mortgage,,66,65+,"$4000+ a week / $208,000+ a year"
